URL,ID,Title,Adress,Built_in_Year,Floors,Type,Price,Location,Bath(s),Area,Purpose,Bedroom(s),Added,img_URLS
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_your_dream_investment_house_available_for_sale-45433750-18125-1.html,45433750,Your Dream Investment House Available For Sale,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",,,House,1.5 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,1 day ago,"https://media.zameen.com/thumbnails/219097859-800x600.jpeg,https://media.zameen.com/thumbnails/219097859-800x600.jpeg,https://media.zameen.com/thumbnails/219097871-800x600.jpeg,https://media.zameen.com/thumbnails/219097879-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_31_low_budget_villa_for_sale_in_bahria_town_karachi-45433291-10045-1.html,45433291,Low Budget Villa For Sale In Bahria Town Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",,,House,1.37 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,1 day ago,"https://media.zameen.com/thumbnails/219093714-800x600.jpeg,https://media.zameen.com/thumbnails/219093714-800x600.jpeg,https://media.zameen.com/thumbnails/219093723-800x600.jpeg,https://media.zameen.com/thumbnails/219093724-800x600.jpeg"
https://www.zameen.com/Property/dha_defence_dha_phase_1_buy_the_exceptional_1800_square_feet_flat_on_korangi_road_karachi-44172823-1478-1.html,44172823,Buy The Exceptional 1800 Square Feet Flat On Korangi Road Karachi,"DHA Phase 1, DHA Defence, Karachi, Sindh",2027,in Building,Flat,3.1 Crore,"DHA Defence, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,1 week ago,"https://media.zameen.com/thumbnails/213537436-800x600.jpeg,https://media.zameen.com/thumbnails/213537436-800x600.jpeg,https://media.zameen.com/thumbnails/213537437-800x600.jpeg,https://media.zameen.com/thumbnails/213537451-800x600.jpeg,https://img.youtube.com/vi/KizhV659Yto/sddefault.jpg,https://img.youtube.com/vi/KizhV659Yto/default.jpg"
https://www.zameen.com/Property/d_h_a_dha_phase_7_book_a_1800_square_feet_flat_in_a_prime_location_today-44172691-1484-1.html,44172691,Book A 1800 Square Feet Flat In A Prime Location Today,"DHA Phase 7, DHA Defence, Karachi, Sindh",2027,in Building,Flat,2.85 Crore,"DHA Defence, Karachi, Sindh",4,200 Sq. Yd.,For Sale,3,1 week ago,"https://media.zameen.com/thumbnails/200107405-800x600.jpeg,https://media.zameen.com/thumbnails/200107405-800x600.jpeg,https://media.zameen.com/thumbnails/200107420-800x600.jpeg,https://media.zameen.com/thumbnails/200107406-800x600.jpeg,https://img.youtube.com/vi/KizhV659Yto/sddefault.jpg,https://img.youtube.com/vi/KizhV659Yto/default.jpg"
https://www.zameen.com/Property/d_h_a_dha_phase_7_500_square_yards_house_for_sale_in_dha_phase_7_karachi-40426704-1484-1.html,40426704,500 Square Yards House For sale In DHA Phase 7 Karachi,"DHA Phase 7, DHA Defence, Karachi, Sindh",,,House,12.5 Crore,"DHA Defence, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,12 hours ago,"https://media.zameen.com/thumbnails/173067371-800x600.jpeg,https://media.zameen.com/thumbnails/173067371-800x600.jpeg,https://media.zameen.com/thumbnails/173067370-800x600.jpeg,https://media.zameen.com/thumbnails/173067366-800x600.jpeg"
https://www.zameen.com/Property/d_h_a_dha_phase_8_ready_to_buy_a_house_500_square_yards_in_dha_phase_8-40426708-1485-1.html,40426708,Ready To Buy A House 500 Square Yards In DHA Phase 8,"DHA Phase 8, DHA Defence, Karachi, Sindh",,,House,14.5 Crore,"DHA Defence, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,12 hours ago,"https://media.zameen.com/thumbnails/173067390-800x600.jpeg,https://media.zameen.com/thumbnails/173067390-800x600.jpeg,https://media.zameen.com/thumbnails/173067389-800x600.jpeg,https://media.zameen.com/thumbnails/173067383-800x600.jpeg"
https://www.zameen.com/Property/d_h_a_dha_phase_8_500_square_yards_house_is_available_for_sale_in_dha_phase_8-40426663-1485-1.html,40426663,500 Square Yards House Is Available For sale In DHA Phase 8,"DHA Phase 8, DHA Defence, Karachi, Sindh",,,House,14.5 Crore,"DHA Defence, Karachi, Sindh",-,500 Sq. Yd.,For Sale,-,12 hours ago,"https://media.zameen.com/thumbnails/173067161-800x600.jpeg,https://media.zameen.com/thumbnails/173067161-800x600.jpeg,https://media.zameen.com/thumbnails/173067162-800x600.jpeg,https://media.zameen.com/thumbnails/173067168-800x600.jpeg"
https://www.zameen.com/Property/north_nazimabad_north_nazimabad_block_f_la_grande_-45323565-7214-1.html,45323565,LA GRANDE,"North Nazimabad - Block F, North Nazimabad, Karachi, Sindh",2022,,Flat,2.15 Crore,"North Nazimabad, Karachi, Sindh",3,178 Sq. Yd.,For Sale,3,2 days ago,"https://media.zameen.com/thumbnails/218167355-800x600.jpeg,https://media.zameen.com/thumbnails/218167355-800x600.jpeg,https://media.zameen.com/thumbnails/218167346-800x600.jpeg,https://media.zameen.com/thumbnails/218167347-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_b_precinct_11b_152_sq_yards_villa_available_for_sale_at_good_location_of_bahria_town_karachi-44904950-10021-1.html,44904950,Precinct 11b 152 Sq Yards Villa Available For Sale At Good Location Of Bahria Town Karachi,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",2023,2,House,1.4 Crore,"Bahria Town Karachi, Karachi, Sindh",4,152 Sq. Yd.,For Sale,3,12 hours ago,"https://media.zameen.com/thumbnails/214656295-800x600.jpeg,https://media.zameen.com/thumbnails/214656295-800x600.jpeg,https://media.zameen.com/thumbnails/214656305-800x600.jpeg,https://media.zameen.com/thumbnails/214656296-800x600.jpeg"
https://www.zameen.com/Property/dha_phase_6_ittehad_commercial_area_1900_sqft__flat_for_sale_on_main_khy_ghazi_bungalow_facing_ittehad_commercial-41908528-6673-1.html,41908528,1900 Sqft. Flat For Sale On Main Khy Ghazi Bungalow Facing Ittehad Commercial,"Ittehad Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2019,in Building5,Flat,3.5 Crore,"DHA Defence, Karachi, Sindh",3,211 Sq. Yd.,For Sale,3,12 hours ago,"https://media.zameen.com/thumbnails/207151816-800x600.jpeg,https://media.zameen.com/thumbnails/207151816-800x600.jpeg,https://media.zameen.com/thumbnails/207151901-800x600.jpeg,https://media.zameen.com/thumbnails/207152417-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_sports_city_bahria_sport_city_350sq_yards_villa_available_for_sale_at_good_location_of_bahria_town_karachi-44905953-10061-1.html,44905953,Bahria Sport City 350sq Yards Villa Available For Sale At Good Location Of Bahria Town Karachi,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",2023,2,House,2.03 Crore,"Bahria Town Karachi, Karachi, Sindh",6,350 Sq. Yd.,For Sale,6,12 hours ago,"https://media.zameen.com/thumbnails/214666635-800x600.jpeg,https://media.zameen.com/thumbnails/214666635-800x600.jpeg,https://media.zameen.com/thumbnails/214666640-800x600.jpeg,https://media.zameen.com/thumbnails/214666645-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_8_precinct_8_612_sq_ft_apartment_available_for_sale_at_good_location-44830348-10016-1.html,44830348,Precinct 8 612 Sq Ft Apartment Available For Sale At Good Location,"Bahria Town - Precinct 8, Bahria Town Karachi, Karachi, Sindh",2026,in Building10,Flat,61.2 Lakh,"Bahria Town Karachi, Karachi, Sindh",1,68 Sq. Yd.,For Sale,1,12 hours ago,"https://media.zameen.com/thumbnails/213967493-800x600.jpeg,https://media.zameen.com/thumbnails/213967493-800x600.jpeg,https://media.zameen.com/thumbnails/213967494-800x600.jpeg,https://media.zameen.com/thumbnails/213967506-800x600.jpeg"
https://www.zameen.com/Property/new_karachi_sector_5_c_north_karachi_sector_5_c_3_wounder_full_house_available_for_sale_-45863739-7157-1.html,45863739,wounder full house available for sale,"North Karachi - Sector 5-C/3, North Karachi - Sector 5-C, North Karachi, Karachi, Sindh",,,House,1.45 Crore,"North Karachi, Karachi, Sindh",2,80 Sq. Yd.,For Sale,2,2 days ago,"https://media.zameen.com/thumbnails/222859038-800x600.jpeg,https://media.zameen.com/thumbnails/222859038-800x600.jpeg,https://media.zameen.com/thumbnails/222859047-800x600.jpeg,https://media.zameen.com/thumbnails/222859048-800x600.jpeg"
https://www.zameen.com/Property/naya_nazimabad_naya_nazimabad_block_b_reserve_a_centrally_located_house_of_120_square_yards_in_naya_nazimabad_block_b-36894701-14292-1.html,36894701,Reserve A Centrally Located House Of 120 Square Yards In Naya Nazimabad - Block B,"Naya Nazimabad - Block B, Naya Nazimabad, Karachi, Sindh",,,House,2.75 Crore,"Naya Nazimabad, Karachi, Sindh",3,120 Sq. Yd.,For Sale,3,2 days ago,"https://media.zameen.com/thumbnails/153143840-800x600.jpeg,https://media.zameen.com/thumbnails/153143840-800x600.jpeg,https://media.zameen.com/thumbnails/153143837-800x600.jpeg,https://media.zameen.com/thumbnails/153143845-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_heights_bahria_heights_1100_sq_ft_2_bed_apartment_available_for_sale_at_good_location_of_bahria_town_karachi-44903589-11761-1.html,44903589,Bahria Heights 1100 Sq Ft 2 Bed Apartment Available For Sale At Good Location Of Bahria Town Karachi,"Bahria Heights, Bahria Town Karachi, Karachi, Sindh",,in Building,Flat,58 Lakh,"Bahria Town Karachi, Karachi, Sindh",3,122 Sq. Yd.,For Sale,2,12 hours ago,"https://media.zameen.com/thumbnails/214647090-800x600.jpeg,https://media.zameen.com/thumbnails/214647090-800x600.jpeg,https://media.zameen.com/thumbnails/214647100-800x600.jpeg,https://media.zameen.com/thumbnails/214647101-800x600.jpeg"
https://www.zameen.com/Property/bahria_paradise_bahria_paradise_precinct_51_street_25_brand_new_with_key_villa_available_for_sale_ready_to_move-44755414-12070-1.html,44755414,Street 25 brand new with key villa available for sale ready to move,"Bahria Paradise - Precinct 51, Bahria Paradise, Bahria Town Karachi, Karachi, Sindh",2023,,House,4.65 Crore,"Bahria Town Karachi, Karachi, Sindh",5,500 Sq. Yd.,For Sale,-,2 days ago,"https://media.zameen.com/thumbnails/213350114-800x600.jpeg,https://media.zameen.com/thumbnails/213350114-800x600.jpeg,https://media.zameen.com/thumbnails/213350155-800x600.jpeg,https://media.zameen.com/thumbnails/213350126-800x600.jpeg"
https://www.zameen.com/Property/bahria_sports_city_bahria_town_precinct_35_sportcity_villa_street_45_brand_new_with_key_ready_to_move_available_for_sale-44642916-11868-1.html,44642916,Sportcity Villa Street 45 Brand New With Key Ready To Move Available For Sale,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",2022,,House,2.25 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 days ago,"https://media.zameen.com/thumbnails/206775538-800x600.jpeg,https://media.zameen.com/thumbnails/206775538-800x600.jpeg,https://media.zameen.com/thumbnails/206775613-800x600.jpeg,https://media.zameen.com/thumbnails/206776039-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_a_chance_deal__villa_for_sale_in_bahria_town_karachi-45548805-10020-1.html,45548805,Chance Deal! Villa For Sale In Bahria Town Karachi,"Bahria Town - Precinct 11-A, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",,,House,1.4 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,1 day ago,"https://media.zameen.com/thumbnails/220075005-800x600.jpeg,https://media.zameen.com/thumbnails/220075005-800x600.jpeg,https://media.zameen.com/thumbnails/220075013-800x600.jpeg,https://media.zameen.com/thumbnails/220075014-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_buy_your_ideal_950_square_feet_flat_in_a_prime_location_of_karachi-45889317-9030-1.html,45889317,Buy your ideal 950 Square Feet Flat in a prime location of Karachi,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",,,Flat,71.5 Lakh,"Bahria Town Karachi, Karachi, Sindh",3,106 Sq. Yd.,For Sale,2,12 hours ago,"https://media.zameen.com/thumbnails/223040740-800x600.jpeg,https://media.zameen.com/thumbnails/223040740-800x600.jpeg,https://media.zameen.com/thumbnails/223040749-800x600.jpeg,https://media.zameen.com/thumbnails/223040750-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_ready_to_buy_a_house_in_bahria_town_precinct_10_a_karachi-45889321-18125-1.html,45889321,Ready To Buy A House In Bahria Town - Precinct 10-A Karachi,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",,,House,1.72 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,12 hours ago,"https://media.zameen.com/thumbnails/223040820-800x600.jpeg,https://media.zameen.com/thumbnails/223040820-800x600.jpeg,https://media.zameen.com/thumbnails/223040831-800x600.jpeg,https://media.zameen.com/thumbnails/223040832-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_31_chance_deal__villa_for_sale_in_bahria_town_karachi-45503884-10045-1.html,45503884,Chance Deal! Villa For Sale In Bahria Town Karachi,"Bahria Town - Precinct 31, Bahria Town Karachi, Karachi, Sindh",,,House,1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,235 Sq. Yd.,For Sale,3,1 day ago,"https://media.zameen.com/thumbnails/219686285-800x600.jpeg,https://media.zameen.com/thumbnails/219686285-800x600.jpeg,https://media.zameen.com/thumbnails/219686294-800x600.jpeg,https://media.zameen.com/thumbnails/219686295-800x600.jpeg"
https://www.zameen.com/Property/bahria_sports_city_bahria_town_precinct_35_sportcity_villa_street_29_brand_new_with_key_ready_to_move_available_for_sale-44642900-11868-1.html,44642900,Sportcity villa street 29 brand new with key ready to move available for sale,"Bahria Town - Precinct 35, Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",2022,,House,2.1 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,2 days ago,"https://media.zameen.com/thumbnails/206775432-800x600.jpeg,https://media.zameen.com/thumbnails/206775432-800x600.jpeg,https://media.zameen.com/thumbnails/206775476-800x600.jpeg,https://media.zameen.com/thumbnails/206775805-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_sports_city_this_is_your_chance_to_buy_house_in_bahria_sports_city-45889324-10061-1.html,45889324,This Is Your Chance To Buy House In Bahria Sports City,"Bahria Sports City, Bahria Town Karachi, Karachi, Sindh",,,House,1.92 Crore,"Bahria Town Karachi, Karachi, Sindh",4,350 Sq. Yd.,For Sale,4,12 hours ago,"https://media.zameen.com/thumbnails/223040847-800x600.jpeg,https://media.zameen.com/thumbnails/223040847-800x600.jpeg,https://media.zameen.com/thumbnails/223040859-800x600.jpeg,https://media.zameen.com/thumbnails/223040861-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_precinct_12_bahria_town_ali_block_looking_for_a_house_in_karachi-45889322-10023-1.html,45889322,Looking For A House In Karachi,"Bahria Town - Ali Block, Bahria Town - Precinct 12, Bahria Town Karachi, Karachi, Sindh",,,House,1.3 Crore,"Bahria Town Karachi, Karachi, Sindh",3,125 Sq. Yd.,For Sale,3,12 hours ago,"https://media.zameen.com/thumbnails/223040811-800x600.jpeg,https://media.zameen.com/thumbnails/223040811-800x600.jpeg,https://media.zameen.com/thumbnails/223040812-800x600.jpeg,https://media.zameen.com/thumbnails/223040819-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_get_in_touch_now_to_buy_a_flat_in_bahria_apartments-45889325-9030-1.html,45889325,Get In Touch Now To Buy A Flat In Bahria Apartments,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",,,Flat,71.5 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,12 hours ago,"https://media.zameen.com/thumbnails/223040852-800x600.jpeg,https://media.zameen.com/thumbnails/223040852-800x600.jpeg,https://media.zameen.com/thumbnails/223040868-800x600.jpeg,https://media.zameen.com/thumbnails/223040869-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_precinct_11_bahria_town_precinct_11_b_get_in_touch_now_to_buy_a_152_square_yards_house_in_bahria_town_precinct_11_b_karachi-45889323-10021-1.html,45889323,Get In Touch Now To Buy A 152 Square Yards House In Bahria Town - Precinct 11-B Karachi,"Bahria Town - Precinct 11-B, Bahria Town - Precinct 11, Bahria Town Karachi, Karachi, Sindh",,,House,1.32 Crore,"Bahria Town Karachi, Karachi, Sindh",3,152 Sq. Yd.,For Sale,3,12 hours ago,"https://media.zameen.com/thumbnails/223040833-800x600.jpeg,https://media.zameen.com/thumbnails/223040833-800x600.jpeg,https://media.zameen.com/thumbnails/223040844-800x600.jpeg,https://media.zameen.com/thumbnails/223040845-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_4_reserve_a_house_now_in_bahria_town_precinct_4-45889335-10013-1.html,45889335,Reserve A House Now In Bahria Town - Precinct 4,"Bahria Town - Precinct 4, Bahria Town Karachi, Karachi, Sindh",,,House,3.4 Crore,"Bahria Town Karachi, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,12 hours ago,"https://media.zameen.com/thumbnails/223040950-800x600.jpeg,https://media.zameen.com/thumbnails/223040950-800x600.jpeg,https://media.zameen.com/thumbnails/223040968-800x600.jpeg,https://media.zameen.com/thumbnails/223040971-800x600.jpeg"
https://www.zameen.com/Property/malir_model_colony_malir_house_of_120_square_yards_for_sale_in_model_colony_malir-44901759-518-1.html,44901759,House Of 120 Square Yards For sale In Model Colony - Malir,"Model Colony - Malir, Malir, Karachi, Sindh",,,House,2.4 Crore,"Malir, Karachi, Sindh",-,120 Sq. Yd.,For Sale,-,2 days ago,"https://media.zameen.com/thumbnails/214634596-800x600.jpeg,https://media.zameen.com/thumbnails/214634596-800x600.jpeg,https://media.zameen.com/thumbnails/214634608-800x600.jpeg,https://media.zameen.com/thumbnails/214634609-800x600.jpeg"
https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_12_urgently_sale_heart_of_block_grey_heights_1450_sq_feet_full_luxury_flat_for_sale-44575430-6836-1.html,44575430,Urgently Sale Heart of Block Grey Heights 1450 Sq Feet Full Luxury Flat For Sale,"Gulistan-e-Jauhar - Block 12, Gulistan-e-Jauhar, Karachi, Sindh",,,Flat,1.55 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",-,161 Sq. Yd.,For Sale,-,2 days ago,"https://media.zameen.com/thumbnails/213044250-800x600.jpeg,https://media.zameen.com/thumbnails/213044250-800x600.jpeg,https://media.zameen.com/thumbnails/213044220-800x600.jpeg,https://media.zameen.com/thumbnails/213044745-800x600.jpeg"
https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_15_your_dream_home_awaits_you_in_block_15_main_gulistan_e_jauhar__eastern_pride_-45871465-6839-1.html,45871465,"YOUR DREAM HOME AWAITS YOU IN BLOCK 15 MAIN GULISTAN-E-JAUHAR, EASTERN PRIDE . .","Gulistan-e-Jauhar - Block 15, Gulistan-e-Jauhar, Karachi, Sindh",2010,in Building7,Flat,1.5 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",3,150 Sq. Yd.,For Sale,3,2 days ago,"https://media.zameen.com/thumbnails/222911748-800x600.jpeg,https://media.zameen.com/thumbnails/222911748-800x600.jpeg,https://media.zameen.com/thumbnails/222911766-800x600.jpeg,https://media.zameen.com/thumbnails/222911765-800x600.jpeg"
https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_19_neocon_heights_flats_for_sale-45625175-6843-1.html,45625175,NEOCON HEIGHTS FLATS FOR SALE,"Gulistan-e-Jauhar - Block 19, Gulistan-e-Jauhar, Karachi, Sindh",,in Building12,Flat,65 Lakh,"Gulistan-e-Jauhar, Karachi, Sindh",2,78 Sq. Yd.,For Sale,2,2 days ago,"https://media.zameen.com/thumbnails/220749041-800x600.jpeg,https://media.zameen.com/thumbnails/220749041-800x600.jpeg,https://media.zameen.com/thumbnails/220749042-800x600.jpeg,https://media.zameen.com/thumbnails/220749048-800x600.jpeg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_town_precinct_10_a_perfect_200_square_yards_house_in_bahria_town_precinct_10_a_for_sale-45889330-18125-1.html,45889330,Perfect 200 Square Yards House In Bahria Town - Precinct 10-A For sale,"Bahria Town - Precinct 10-A, Bahria Town Karachi, Karachi, Sindh",,,House,1.72 Crore,"Bahria Town Karachi, Karachi, Sindh",3,200 Sq. Yd.,For Sale,3,12 hours ago,"https://media.zameen.com/thumbnails/223040918-800x600.jpeg,https://media.zameen.com/thumbnails/223040918-800x600.jpeg,https://media.zameen.com/thumbnails/223040931-800x600.jpeg,https://media.zameen.com/thumbnails/223040932-800x600.jpeg"
https://www.zameen.com/Property/gulshan_e_iqbal_town_bahadurabad_02_bed_dd_flat_for_sale-44350079-524-1.html,44350079,02 Bed DD Flat For Sale,"Bahadurabad, Gulshan-e-Iqbal Town, Karachi, Sindh",2002,in Building3,Flat,1.55 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",3,128 Sq. Yd.,For Sale,2,2 days ago,"https://media.zameen.com/thumbnails/206339815-800x600.jpeg,https://media.zameen.com/thumbnails/206339815-800x600.jpeg,https://media.zameen.com/thumbnails/206339831-800x600.jpeg,https://media.zameen.com/thumbnails/206341372-800x600.jpeg"
https://www.zameen.com/Property/karachi_bahria_town_karachi_272sq_yds_villa_available_for_sale_at_good_location_of_bahria_town_karachi-45570832-8298-1.html,45570832,272sq Yds Villa Available For Sale At Good Location Of Bahria Town Karachi,"Bahria Town Karachi, Karachi, Sindh",2023,2,House,2.7 Crore,"Bahria Town Karachi, Karachi, Sindh",6,272 Sq. Yd.,For Sale,6,1 day ago,"https://media.zameen.com/thumbnails/220266592-800x600.jpeg,https://media.zameen.com/thumbnails/220266592-800x600.jpeg,https://media.zameen.com/thumbnails/220266601-800x600.jpeg,https://media.zameen.com/thumbnails/220266593-800x600.jpeg"
https://www.zameen.com/Property/karachi_navy_housing_scheme_karsaz_350_sq_yd_one_unit_bungalow_corner_for_sale_in_nhs_karsaz_phase_ii-45797618-11579-1.html,45797618,350 Sq Yd One Unit Bungalow Corner For Sale In Nhs Karsaz Phase Ii,"Navy Housing Scheme Karsaz, Karachi, Sindh",2013,2,House,13 Crore,"Navy Housing Scheme Karsaz, Karachi, Sindh",5,350 Sq. Yd.,For Sale,5,1 week ago,"https://media.zameen.com/thumbnails/222316185-800x600.jpeg,https://media.zameen.com/thumbnails/222316185-800x600.jpeg,https://media.zameen.com/thumbnails/222316197-800x600.jpeg,https://media.zameen.com/thumbnails/222316205-800x600.jpeg"
https://www.zameen.com/Property/dha_phase_6_shahbaz_commercial_area_apartment_for_sale_-45711783-8488-1.html,45711783,apartment for sale,"Shahbaz Commercial Area, DHA Phase 6, DHA Defence, Karachi, Sindh",2010,in Building4,Flat,1.3 Crore,"DHA Defence, Karachi, Sindh",2,100 Sq. Yd.,For Sale,2,1 day ago,"https://media.zameen.com/thumbnails/221531702-800x600.jpeg,https://media.zameen.com/thumbnails/221531702-800x600.jpeg,https://media.zameen.com/thumbnails/221531711-800x600.jpeg,https://media.zameen.com/thumbnails/221531712-800x600.jpeg"
https://www.zameen.com/Property/askari_5_askari_5_sector_g_gorgeous_500_square_yards_house_for_sale_available_in_askari_5_sector_g-44474060-12242-1.html,44474060,Gorgeous 500 Square Yards House For sale Available In Askari 5 - Sector G,"Askari 5 - Sector G, Askari 5, Malir Cantonment, Cantt, Karachi, Sindh",,,House,8.65 Crore,"Cantt, Karachi, Sindh",5,500 Sq. Yd.,For Sale,5,1 week ago,"https://media.zameen.com/thumbnails/212370124-800x600.jpeg,https://media.zameen.com/thumbnails/212370124-800x600.jpeg,https://media.zameen.com/thumbnails/212370181-800x600.jpeg,https://media.zameen.com/thumbnails/212371016-800x600.jpeg,https://img.youtube.com/vi/NZPfQLf_XDA/sddefault.jpg,https://img.youtube.com/vi/NZPfQLf_XDA/default.jpg"
https://www.zameen.com/Property/bahria_town_karachi_bahria_apartments_looking_for_a_flat_in_karachi-44948849-9030-1.html,44948849,Looking For A Flat In Karachi,"Bahria Apartments, Bahria Town Karachi, Karachi, Sindh",,,Flat,82 Lakh,"Bahria Town Karachi, Karachi, Sindh",2,106 Sq. Yd.,For Sale,2,1 week ago,"https://media.zameen.com/thumbnails/215098315-800x600.jpeg,https://media.zameen.com/thumbnails/215098315-800x600.jpeg,https://media.zameen.com/thumbnails/215098323-800x600.jpeg,https://media.zameen.com/thumbnails/215098324-800x600.jpeg,https://img.youtube.com/vi/sdb8CEv1nxs/sddefault.jpg,https://img.youtube.com/vi/sdb8CEv1nxs/default.jpg"
https://www.zameen.com/Property/gulistan_e_jauhar_gulistan_e_jauhar_block_3_a_2_bed_drawing_dinning_leased_flat_for_sale_in_jauhar_block_3_a-45150159-6827-1.html,45150159,2 BED DRAWING DINNING LEASED FLAT FOR SALE IN JAUHAR BLOCK 3-A,"Gulistan-e-Jauhar - Block 3-A, Gulistan-e-Jauhar, Karachi, Sindh",,in Building10,Flat,1.55 Crore,"Gulistan-e-Jauhar, Karachi, Sindh",2,122 Sq. Yd.,For Sale,2,13 hours ago,"https://media.zameen.com/thumbnails/216701343-800x600.jpeg,https://media.zameen.com/thumbnails/216701343-800x600.jpeg,https://media.zameen.com/thumbnails/216701344-800x600.jpeg,https://media.zameen.com/thumbnails/216701349-800x600.jpeg"
https://www.zameen.com/Property/scheme_33_rafi_premier_residency_2_bed_lounge_leased_flat_west_open_for_sale_in_rafi_premier_residency-45192854-15294-1.html,45192854,2 Bed Lounge Leased Flat West Open For Sale In Rafi Premier Residency,"Rafi Premier Residency, Scheme 33, Karachi, Sindh",,,Flat,95 Lakh,"Scheme 33, Karachi, Sindh",2,83 Sq. Yd.,For Sale,2,13 hours ago,"https://media.zameen.com/thumbnails/217079082-800x600.jpeg,https://media.zameen.com/thumbnails/217079082-800x600.jpeg,https://media.zameen.com/thumbnails/217079099-800x600.jpeg,https://media.zameen.com/thumbnails/217079100-800x600.jpeg"
https://www.zameen.com/Property/karachi_scheme_33_3_bed_drawing_dinning_leased_flat_for_sale_in_rafi_premier_residency_-45303926-495-1.html,45303926,3 BED DRAWING DINNING LEASED FLAT FOR SALE IN RAFI PREMIER RESIDENCY,"Scheme 33, Karachi, Sindh",,,Flat,1.8 Crore,"Scheme 33, Karachi, Sindh",3,189 Sq. Yd.,For Sale,3,13 hours ago,"https://media.zameen.com/thumbnails/218019734-800x600.jpeg,https://media.zameen.com/thumbnails/218019734-800x600.jpeg,https://media.zameen.com/thumbnails/218019747-800x600.jpeg,https://media.zameen.com/thumbnails/218019748-800x600.jpeg"
https://www.zameen.com/Property/gulshan_e_iqbal_gulshan_e_iqbal_block_6_300_square_yards_house_for_sale_in_beautiful_gulshan_e_iqbal_block_6-43771814-6867-1.html,43771814,300 Square Yards House For sale In Beautiful Gulshan-e-Iqbal - Block 6,"Gulshan-e-Iqbal - Block 6, Gulshan-e-Iqbal, Gulshan-e-Iqbal Town, Karachi, Sindh",,,House,7.2 Crore,"Gulshan-e-Iqbal Town, Karachi, Sindh",6,300 Sq. Yd.,For Sale,6,13 hours ago,"https://media.zameen.com/thumbnails/205610625-800x600.jpeg,https://media.zameen.com/thumbnails/205610625-800x600.jpeg,https://media.zameen.com/thumbnails/205610627-800x600.jpeg,https://media.zameen.com/thumbnails/205610719-800x600.jpeg"
